Undecided,Age,HomeOwner,Female,Married,HouseholdSize,Income,Education,Church
1,44,0,0,1,5,81.0,15,0
1,55,1,1,1,4,160.0,20,0
0,38,1,0,1,7,210.0,18,0
1,54,0,1,1,4,143.0,18,0
0,42,1,1,1,5,56.0,18,1
0,46,1,1,1,4,240.0,12,0
1,59,1,1,1,3,121.0,20,0
1,33,1,1,1,6,98.0,15,0
0,42,0,1,1,2,70.0,8,1
0,49,1,0,1,2,45.0,8,0
1,47,0,1,1,5,117.0,15,1
1,48,0,1,1,2,86.0,20,0
0,53,1,1,1,3,132.0,18,1
0,33,1,0,1,4,70.0,18,0
0,65,1,1,1,4,116.0,20,1
1,40,1,1,1,4,173.0,18,0
1,43,1,1,1,4,133.0,13,1
1,46,1,1,1,3,151.0,18,0
0,50,1,0,1,4,6.0,18,1
1,48,1,1,1,4,44.0,16,1
1,39,0,0,1,3,116.0,15,1
1,49,1,1,1,4,85.0,13,1
0,48,1,1,1,3,65.5,8,1
0,65,1,0,1,2,43.0,10,0
0,62,1,1,1,4,51.0,20,1
1,55,0,1,1,3,234.0,20,0
0,38,0,1,1,3,76.0,8,0
1,53,1,1,1,3,95.0,20,0
0,48,1,1,1,4,120.0,12,1
0,68,1,1,0,4,58.0,20,1
0,48,0,1,0,1,56.5,9,1
0,48,1,1,1,4,49.0,20,1
1,50,1,1,1,3,45.5,20,0
0,54,1,0,1,4,57.0,20,0
1,53,1,0,1,4,96.0,13,1
1,42,1,1,0,3,28.0,15,1
1,58,1,1,1,2,55.0,18,0
0,36,0,1,1,2,67.5,8,1
1,77,1,1,1,4,63.0,13,1
1,36,1,1,1,7,68.0,15,1
1,44,1,1,1,4,144.0,20,0
1,51,1,1,1,4,119.0,15,1
1,39,1,0,1,4,157.0,15,1
1,46,1,1,1,6,49.0,15,0
0,48,1,1,1,3,26.0,10,1
1,61,1,1,1,5,81.0,16,0
0,63,1,1,1,6,69.0,8,0
0,29,1,0,1,4,288.0,12,1
0,58,1,1,0,2,24.0,20,1
0,46,0,1,1,4,9.0,8,1
0,70,1,0,1,5,82.0,20,1
1,50,1,1,0,1,80.0,16,0
1,42,1,1,1,2,101.0,18,0
1,40,0,0,1,7,68.0,15,1
0,57,1,1,1,3,64.5,20,1
1,55,1,1,0,3,22.0,18,0
1,49,1,1,0,1,22.0,15,1
1,33,1,1,1,4,56.0,15,1
0,35,1,1,0,4,119.0,8,1
1,42,1,0,1,6,69.0,16,0
0,28,1,0,1,7,450.0,12,0
1,69,1,1,0,1,27.0,20,0
0,45,1,1,1,6,120.0,12,0
0,47,1,1,1,7,522.0,18,0
0,52,0,1,0,1,63.5,8,1
0,55,0,1,1,4,34.0,10,0
0,38,1,0,1,6,269.0,15,1
0,46,1,0,0,1,21.0,8,1
0,65,1,0,1,3,104.0,20,0
0,66,1,0,1,3,39.0,20,1
0,42,0,1,1,2,179.0,15,0
0,39,1,0,1,3,327.0,15,0
1,38,1,1,1,3,87.0,18,0
1,40,1,1,1,4,105.0,15,1
1,59,1,1,1,2,127.0,16,0
0,35,1,1,1,5,123.5,8,0
1,40,1,1,1,7,133.0,15,1
0,41,1,0,1,4,198.0,15,1
1,51,1,1,1,2,108.5,18,0
0,64,1,1,1,2,20.0,8,1
0,74,1,1,1,3,171.0,20,1
1,38,1,1,1,4,74.0,12,1
1,45,1,1,1,4,14.0,15,0
1,32,1,1,1,5,156.0,15,0
1,52,1,1,1,5,136.0,13,1
0,39,1,1,1,4,111.0,18,1
0,42,1,1,1,5,163.5,8,1
0,58,1,1,1,3,135.0,20,1
0,47,1,0,1,2,92.0,20,0
0,52,1,1,1,6,177.0,15,1
1,46,1,1,1,3,69.5,15,1
0,54,1,1,1,2,40.0,20,1
1,51,1,1,0,4,41.0,15,0
0,45,1,1,1,3,69.0,18,1
0,35,1,1,1,4,78.0,12,1
1,57,1,1,1,2,121.5,16,0
0,41,1,1,1,3,194.0,15,1
1,33,1,1,1,5,128.0,18,0
1,55,1,1,1,4,19.0,16,1
1,33,1,1,1,4,57.0,15,0
0,39,1,0,1,4,205.0,15,1
1,35,1,1,1,6,67.0,12,0
1,61,1,1,1,2,35.0,20,0
1,43,1,1,0,2,108.0,18,0
0,46,1,1,1,4,231.0,8,1
0,53,1,1,1,5,124.5,8,0
1,50,1,1,0,1,147.0,13,1
1,32,0,1,1,4,129.0,15,0
1,51,1,1,1,2,158.0,18,0
1,49,1,1,0,1,55.0,20,0
1,56,1,1,1,3,167.0,16,0
0,60,1,1,1,5,492.0,20,0
0,69,1,1,0,4,97.0,20,1
0,41,1,1,1,3,109.0,12,1
1,51,1,0,1,7,123.0,12,1
1,58,1,1,0,1,50.0,20,0
0,52,1,0,0,1,134.0,18,1
1,35,1,1,1,5,173.0,15,1
0,38,0,1,0,4,14.0,8,1
0,44,1,1,1,4,104.0,8,1
1,46,1,1,0,4,147.5,15,0
0,45,1,0,1,3,110.0,18,1
0,39,1,1,1,6,197.0,12,0
0,48,1,1,0,2,61.0,12,1
0,50,1,1,1,3,44.0,18,1
0,45,1,1,1,4,112.0,9,0
1,37,1,0,1,4,129.0,15,1
1,54,1,1,1,2,50.0,15,0
1,41,1,1,1,3,95.0,18,0
1,53,1,1,0,1,62.0,20,0
0,54,1,1,0,2,120.0,12,1
1,35,0,1,0,4,83.0,8,1
0,61,1,1,0,1,33.0,8,1
0,50,0,0,0,1,85.0,18,0
0,38,1,1,1,3,63.0,18,1
0,35,1,0,0,1,162.0,18,0
0,42,1,1,1,7,131.0,12,1
0,31,1,0,1,5,108.0,8,0
0,53,1,1,0,1,42.5,20,1
0,61,1,0,0,1,69.0,20,0
0,43,1,1,1,3,62.0,20,1
0,48,1,1,0,1,104.0,20,1
1,43,0,0,1,7,135.0,15,1
0,45,1,1,1,5,133.0,12,1
1,60,1,1,1,4,124.0,20,0
1,37,1,1,1,5,128.0,15,0
1,35,1,1,1,2,104.0,15,0
1,38,0,1,1,3,43.0,18,0
1,80,0,1,0,5,43.0,16,1
0,58,1,1,1,3,115.0,20,1
1,48,1,0,0,4,67.0,13,0
0,52,1,1,1,4,131.0,18,1
1,41,1,1,1,5,122.0,15,1
1,47,1,1,1,6,90.0,15,1
1,60,1,1,1,3,56.0,20,0
0,64,1,0,1,4,88.0,20,1
0,53,1,0,1,5,66.0,12,1
0,62,1,1,1,2,168.0,20,1
1,41,1,1,1,4,60.0,20,0
0,73,1,1,1,2,189.5,20,1
0,59,0,1,0,1,52.0,8,1
1,40,1,1,1,6,87.0,18,0
0,52,1,1,1,2,99.0,20,1
0,64,1,1,0,1,99.0,20,1
0,47,1,1,0,1,61.5,20,1
0,69,1,1,1,4,127.0,20,1
0,52,1,1,1,3,35.0,20,1
1,59,1,1,0,1,11.0,20,0
1,78,1,1,1,5,127.0,20,0
0,66,1,0,1,4,144.0,20,0
1,46,1,1,1,4,123.0,20,0
0,61,1,0,1,2,83.0,20,1
0,64,1,1,0,1,20.0,20,1
0,49,1,1,1,3,70.0,20,1
0,49,1,0,1,2,86.0,20,0
1,52,1,1,0,1,134.0,20,0
0,63,1,0,0,3,91.0,20,0
1,51,1,0,1,6,47.0,16,0
1,54,1,1,1,2,90.5,18,0
1,53,0,0,1,6,111.0,13,0
1,51,1,1,1,4,169.0,20,0
0,47,1,1,0,1,124.0,9,1
0,55,1,1,1,3,73.0,20,1
1,61,1,1,0,2,14.0,20,0
1,57,1,0,1,5,63.0,16,0
1,62,1,1,1,3,173.0,13,1
0,53,1,0,1,5,247.0,13,1
1,48,1,1,1,2,160.0,20,0
0,61,1,1,0,2,39.0,8,0
1,51,1,0,1,6,36.0,16,1
1,57,1,1,1,4,105.0,18,0
1,37,1,0,1,5,122.0,15,1
1,41,1,1,1,7,138.0,15,0
0,54,1,1,1,5,150.0,18,1
0,58,1,1,0,2,72.0,10,0
0,65,1,1,1,2,94.5,8,1
0,46,0,1,1,2,67.0,8,1
0,39,1,1,1,4,251.0,8,1
0,61,1,1,1,2,158.0,20,1
0,34,0,1,1,4,4.0,8,1
1,44,0,1,0,4,13.0,15,1
1,63,1,1,1,5,131.0,16,0
1,48,1,1,1,4,93.0,15,1
0,34,1,1,0,1,33.0,18,1
0,49,0,1,1,3,58.0,8,0
0,40,1,1,1,5,100.0,12,1
1,51,1,1,1,2,210.0,20,0
1,55,1,0,1,5,84.0,20,1
0,29,1,1,1,6,245.0,15,1
0,40,1,0,0,1,38.0,18,0
0,34,1,1,1,3,101.0,18,1
0,64,1,0,0,2,56.0,20,0
0,49,1,1,0,3,27.0,8,0
0,71,1,1,0,1,14.0,20,1
1,39,1,1,1,3,124.0,18,0
1,39,1,0,0,2,59.5,15,1
1,38,1,1,1,7,126.0,15,1
1,40,0,1,0,3,15.0,18,0
1,41,1,1,0,1,41.0,15,1
1,47,1,1,1,6,82.0,20,0
0,49,1,1,1,4,168.0,12,1
0,36,1,1,0,3,68.0,8,0
1,48,1,1,1,5,95.0,18,0
0,63,1,1,1,2,55.0,20,1
1,36,1,1,1,2,164.0,18,0
1,59,1,1,1,2,32.0,16,1
0,41,1,1,0,2,57.0,8,0
1,60,1,1,1,2,127.0,20,0
0,45,1,1,0,1,317.0,18,0
0,31,1,1,1,6,204.0,15,1
0,50,1,1,1,2,89.5,20,1
0,30,1,1,1,3,39.0,12,0
1,47,1,1,1,5,147.0,18,1
0,42,1,0,0,2,64.0,18,0
1,39,1,1,1,4,87.0,15,0
1,42,1,1,1,7,26.0,15,1
1,47,1,1,1,3,174.0,15,1
0,41,1,1,1,4,69.0,8,0
1,36,1,1,1,3,120.0,15,1
1,38,1,1,1,4,139.0,15,1
1,38,0,0,1,4,87.0,15,1
0,46,1,1,0,3,102.0,8,1
0,38,1,1,1,2,201.0,18,1
0,46,1,0,1,4,122.0,8,1
1,54,1,1,1,3,70.0,13,1
1,65,1,1,0,1,216.0,20,0
0,61,1,1,0,1,29.0,10,0
0,53,1,1,1,4,114.0,18,1
1,67,1,1,0,1,101.0,20,0
1,43,1,1,0,1,22.0,18,0
0,50,1,1,1,3,128.0,18,1
0,43,1,1,0,3,4.0,18,1
0,46,1,0,0,3,28.0,20,0
0,53,1,0,0,2,43.0,10,1
0,56,1,1,1,4,112.0,12,1
1,35,1,1,1,4,110.0,15,0
0,43,1,1,1,3,309.0,18,1
0,42,0,1,1,5,56.0,12,1
1,36,1,1,0,1,66.0,15,0
1,50,1,1,1,6,114.0,15,0
0,47,1,1,1,2,452.0,18,1
1,61,1,1,1,4,48.0,16,1
1,46,1,0,1,3,116.0,15,0
0,46,0,1,0,1,77.0,8,0
0,53,1,1,0,2,6.0,8,0
0,71,1,0,1,2,46.0,20,1
0,48,0,1,0,1,146.5,8,0
0,54,1,0,1,2,155.0,20,1
1,46,1,1,1,2,73.0,18,0
0,39,1,1,1,4,63.0,8,0
0,61,0,0,1,2,67.0,20,1
0,57,0,1,1,4,73.0,20,1
0,58,0,0,0,2,10.0,10,0
1,43,1,1,1,6,124.0,16,1
1,43,1,1,1,3,80.0,20,0
0,55,0,0,0,1,147.0,8,1
1,41,1,1,0,1,79.0,18,0
1,51,1,1,1,2,51.0,15,1
0,69,1,1,0,1,11.0,8,1
0,60,1,1,1,2,32.0,20,1
1,39,1,1,1,4,104.0,18,0
0,50,1,1,1,6,95.0,12,0
1,56,1,1,1,4,50.0,20,0
0,36,1,1,1,5,263.0,15,0
0,45,1,1,1,5,95.0,12,1
0,40,1,0,1,5,160.0,12,0
0,49,1,1,1,4,121.0,8,1
1,50,1,1,1,3,110.0,15,1
1,61,1,1,1,4,58.0,20,0
1,57,1,1,1,4,70.0,20,0
1,38,1,1,0,1,183.0,18,0
0,59,1,0,1,2,119.0,20,1
0,72,1,0,0,3,62.5,8,0
1,55,1,1,1,5,157.0,16,1
0,47,1,1,1,4,115.0,18,1
0,37,1,1,1,6,188.0,15,0
1,76,1,1,0,1,93.0,16,1
1,54,1,1,0,1,81.0,13,1
0,42,0,0,1,5,138.0,12,0
1,68,1,0,0,1,35.0,16,0
0,44,1,1,1,5,107.0,8,1
1,50,1,0,1,2,39.0,15,0
0,42,0,1,1,3,87.0,18,1
0,42,0,1,1,4,182.0,12,1
1,64,1,1,1,3,56.5,20,0
1,64,1,1,1,2,160.0,16,1
0,49,1,1,1,5,148.0,20,1
0,38,1,1,1,4,68.0,12,0
1,45,0,1,0,2,87.0,18,0
0,39,1,1,1,3,188.0,18,1
0,63,1,0,1,3,36.0,20,0
0,59,1,1,1,5,233.0,20,1
0,45,1,0,1,2,85.0,18,1
0,45,1,0,0,1,96.0,18,1
1,53,1,1,1,2,125.0,16,1
0,42,1,1,1,5,78.0,18,1
1,54,0,1,1,2,109.0,16,1
1,60,1,1,1,4,90.0,20,0
0,52,1,0,1,5,247.0,18,0
0,35,1,1,1,5,281.0,18,0
0,55,1,0,1,3,16.0,20,1
1,29,1,1,1,5,18.0,15,1
1,51,1,1,1,5,175.0,18,0
0,56,1,0,1,3,13.0,8,0
0,45,1,1,0,5,41.0,8,1
0,49,1,0,1,5,128.0,18,1
0,53,1,1,1,4,167.0,18,1
1,47,1,1,1,4,69.0,15,1
0,68,1,0,0,1,56.0,8,1
0,38,1,1,1,4,108.0,18,1
1,39,1,1,0,1,30.0,18,0
0,51,0,0,1,3,210.0,8,0
0,48,1,1,1,3,519.0,18,1
1,43,0,0,1,3,57.0,13,1
0,38,0,0,0,1,8.0,18,0
1,48,1,1,1,3,14.0,20,0
0,40,1,1,0,2,116.0,18,1
1,40,1,1,0,1,231.0,18,0
0,43,1,0,1,2,69.5,18,0
0,42,1,1,1,6,86.0,12,1
0,41,1,1,1,5,201.0,8,1
0,34,1,1,1,7,201.0,12,0
0,51,1,0,1,3,89.0,20,0
1,34,1,0,0,1,45.0,15,0
0,32,1,1,1,3,115.0,12,0
1,43,1,1,1,5,104.0,15,1
0,51,1,1,0,1,56.0,8,0
1,69,1,1,1,3,6.0,20,0
1,54,1,1,1,5,21.0,13,1
1,45,1,0,1,3,124.0,15,1
1,57,1,1,0,1,94.5,20,0
0,54,1,0,1,3,71.0,9,0
0,59,1,0,0,3,114.0,18,0
0,48,1,1,1,4,130.0,18,1
0,50,1,1,0,1,147.0,18,1
1,37,1,1,0,4,149.0,15,0
1,66,1,0,1,2,7.0,16,1
0,47,1,1,1,2,206.0,15,1
0,52,1,0,0,1,32.0,8,0
1,58,1,1,0,3,5.0,15,0
0,44,1,1,1,4,282.0,15,0
1,43,1,1,1,2,78.0,20,0
1,33,1,1,1,3,84.5,15,0
0,63,1,1,0,1,37.0,10,0
1,48,1,1,0,2,87.0,20,0
1,31,1,1,0,6,45.0,18,0
0,50,1,1,1,3,150.0,12,0
0,48,1,0,1,3,8.0,9,1
0,44,1,1,1,4,86.0,20,1
1,55,1,1,1,5,146.0,15,1
1,46,1,1,1,2,160.0,15,0
0,36,1,1,1,2,132.0,18,1
0,50,1,1,1,4,140.0,18,1
1,44,1,1,1,4,116.0,16,1
1,35,1,1,0,1,49.0,18,0
0,43,1,1,1,3,75.0,8,0
1,44,1,1,1,4,141.0,15,0
1,37,1,1,1,5,55.0,18,0
0,63,1,1,0,2,4.0,8,1
1,63,1,1,1,2,23.0,20,0
1,45,1,1,0,1,73.0,20,0
0,38,0,1,1,4,118.0,8,1
0,46,1,0,1,3,36.0,20,1
1,54,1,1,0,1,132.0,16,0
1,49,1,1,1,2,102.5,15,1
0,55,1,1,0,3,74.0,18,1
0,43,1,1,1,3,37.0,20,1
1,49,1,1,0,1,14.0,18,0
1,45,1,0,1,3,134.0,18,0
0,32,1,1,1,3,147.5,18,1
0,45,1,1,1,4,298.0,15,1
0,43,1,0,1,3,15.0,20,0
1,33,1,1,1,4,103.0,15,1
1,34,0,1,1,7,147.0,15,0
0,52,1,1,1,2,143.0,18,1
1,59,1,1,0,3,93.0,20,0
0,40,0,0,1,6,157.0,12,1
0,36,1,1,1,3,71.0,9,1
1,57,1,1,1,4,122.0,15,0
1,57,1,1,1,2,79.0,20,0
0,35,1,0,0,1,58.0,18,0
0,66,1,1,1,4,43.0,20,1
1,60,0,1,1,3,113.0,20,0
1,38,0,1,1,6,87.0,15,0
1,41,1,1,1,7,109.0,15,1
1,53,1,1,1,3,92.0,20,0
1,41,0,1,1,7,76.0,15,1
0,38,1,1,1,3,103.0,12,1
0,37,0,1,1,4,138.0,12,1
0,58,1,0,1,4,70.0,20,0
0,46,1,1,1,5,140.0,12,1
0,37,1,1,1,6,211.0,12,1
1,35,1,1,0,1,204.0,18,0
1,38,1,1,1,3,138.0,15,1
0,52,0,1,1,4,95.5,8,1
0,50,1,1,1,6,148.0,12,0
1,35,1,1,0,2,23.0,18,0
0,71,1,1,1,2,91.0,20,1
1,34,1,1,1,6,82.0,18,0
0,55,1,1,0,3,61.0,10,0
1,60,1,1,1,3,15.0,20,0
1,45,1,1,1,2,63.5,15,1
0,46,1,1,0,2,97.0,8,1
1,62,1,1,1,4,110.0,13,0
0,38,1,1,0,1,93.5,18,1
0,49,1,1,1,2,78.0,9,1
1,35,1,0,1,3,218.0,15,1
0,53,1,1,0,4,29.0,9,1
0,52,1,1,1,3,148.0,20,1
0,36,1,1,0,2,31.0,8,0
1,59,1,1,1,4,75.0,16,1
0,57,1,1,1,3,17.0,20,1
0,76,1,1,1,4,125.0,8,0
0,36,1,1,1,3,169.0,12,1
0,44,1,1,1,5,177.0,15,1
0,57,1,1,0,1,68.0,20,1
0,43,1,1,0,2,35.0,20,1
0,31,0,1,1,6,101.0,12,1
0,48,1,1,1,2,62.0,20,1
0,45,1,1,1,3,195.0,20,1
1,33,1,1,1,4,65.0,15,0
1,48,1,1,1,6,127.0,15,1
0,57,1,1,1,4,87.0,18,1
0,50,0,1,0,1,21.0,8,1
1,65,0,1,1,2,93.0,20,0
0,59,1,1,0,1,59.0,20,1
0,52,1,1,1,2,63.5,18,1
0,41,1,1,1,5,194.0,15,1
0,54,1,1,0,1,232.0,20,1
0,43,1,1,1,2,103.5,10,0
1,40,1,0,1,5,116.0,15,0
1,40,1,1,1,2,19.0,18,0
0,34,1,1,1,6,130.0,8,1
1,46,1,1,1,2,47.0,15,1
1,58,1,1,1,3,74.0,18,0
0,35,0,1,0,2,96.5,9,0
1,53,1,1,1,3,73.0,20,0
0,52,1,1,0,2,45.0,18,1
0,52,1,1,1,3,497.0,20,0
0,40,0,1,1,3,267.0,15,1
1,50,0,1,1,3,37.0,20,0
1,50,1,1,1,5,93.0,15,0
0,55,1,1,1,4,159.0,20,1
1,48,1,1,1,5,161.0,15,0
1,51,1,1,1,3,130.0,18,0
0,47,0,0,1,3,334.0,15,0
0,29,1,1,1,3,143.0,18,1
0,40,1,1,1,4,95.0,18,1
0,44,1,1,0,2,59.0,20,1
0,76,1,0,0,3,10.0,20,1
1,57,1,1,1,5,162.0,13,0
0,39,0,0,1,4,68.0,12,0
0,32,1,1,1,5,187.0,8,0
0,32,1,1,1,4,87.0,12,0
1,44,1,1,1,2,123.0,15,1
0,57,1,1,0,1,13.0,8,1
1,34,1,1,1,5,39.0,15,0
0,54,1,1,1,4,112.0,18,1
0,59,1,1,1,5,155.0,20,1
1,45,1,1,0,1,6.0,18,0
0,69,0,1,1,4,53.0,20,1
1,61,1,1,1,2,48.0,20,0
1,34,1,1,1,4,65.0,15,0
0,40,1,1,1,4,160.0,12,1
1,46,1,1,0,2,66.0,15,0
0,55,0,1,1,3,94.0,20,1
0,59,1,1,0,4,36.0,8,0
1,36,1,1,1,3,6.0,15,0
1,45,1,1,0,3,126.0,20,0
0,66,1,1,0,2,16.0,20,1
0,47,1,1,1,3,63.0,18,1
0,36,1,0,0,7,111.0,12,1
0,47,1,0,1,4,63.0,20,1
1,60,1,1,1,3,79.0,20,0
0,51,1,1,1,2,86.0,20,1
1,54,1,1,1,5,96.0,15,1
0,43,1,0,1,3,394.0,12,1
1,61,1,0,0,2,52.0,16,0
1,46,1,1,1,4,146.0,15,0
0,62,0,1,1,3,56.5,8,1
0,48,1,0,1,2,12.0,8,0
0,61,0,1,0,1,85.5,8,0
0,69,1,0,1,3,44.0,20,0
0,51,1,1,1,4,130.0,12,0
1,43,1,1,1,2,149.0,15,0
1,50,1,1,1,5,47.0,18,0
0,50,1,1,1,2,56.5,8,1
1,51,1,1,1,6,4.0,15,1
0,31,0,1,1,3,51.0,8,0
0,39,0,1,0,1,105.0,18,1
0,36,0,1,1,3,45.0,8,1
1,36,1,1,1,3,345.0,15,1
1,45,1,1,1,6,97.0,16,1
0,34,1,1,1,4,321.0,15,1
0,31,0,1,0,1,17.0,8,0
0,56,1,0,0,2,47.0,20,1
1,43,1,1,0,4,55.0,15,0
0,44,1,0,1,5,93.0,18,1
1,65,1,1,1,6,70.0,16,1
0,66,1,1,0,2,31.0,20,1
1,57,1,1,1,3,131.0,20,0
1,43,1,1,1,2,85.0,18,0
0,36,1,1,1,3,270.0,8,1
1,53,1,1,0,3,82.0,18,0
0,45,1,0,1,4,128.0,18,0
1,54,1,1,0,1,202.0,18,0
0,47,1,1,1,4,214.0,12,1
1,53,0,1,1,2,163.0,15,0
0,38,1,1,0,3,203.0,15,0
0,60,1,1,0,1,74.0,8,0
1,43,0,1,1,5,91.0,20,0
1,56,0,1,0,1,151.0,20,0
0,51,1,1,1,7,134.0,12,0
1,35,1,1,0,4,32.0,18,0
0,56,1,0,0,2,165.0,20,1
0,48,1,1,1,3,276.0,15,1
1,60,1,1,0,1,24.0,20,1
1,66,0,1,1,5,107.0,16,0
0,52,1,1,1,3,64.0,18,1
1,58,1,0,1,4,151.0,16,1
0,54,1,1,0,1,23.0,8,0
0,48,1,1,0,1,23.0,20,1
1,49,1,1,1,4,28.0,20,0
1,45,1,0,1,2,157.0,16,0
1,44,0,1,0,1,133.0,15,0
0,42,1,1,1,4,94.0,12,1
0,47,1,1,1,3,97.0,10,1
0,36,1,1,1,7,133.0,18,1
0,72,1,0,1,5,91.0,20,1
0,43,1,0,1,3,153.0,12,1
0,39,1,1,1,5,136.0,18,1
1,72,1,1,1,3,125.0,20,0
0,62,1,1,0,1,31.0,20,1
1,43,1,1,1,3,148.0,15,0
1,43,1,1,1,5,32.0,13,1
0,54,1,1,1,4,171.0,20,1
1,42,1,1,1,2,175.0,18,0
0,48,1,0,1,4,87.5,8,1
0,42,1,0,0,1,96.0,18,0
0,46,1,1,1,3,135.0,18,1
0,40,1,1,1,5,100.0,12,1
0,57,1,1,0,2,5.0,12,1
0,52,1,0,0,2,58.0,20,0
1,47,1,1,0,1,37.0,20,0
0,51,1,0,0,1,37.0,18,1
1,60,1,1,0,1,145.0,20,0
0,40,1,1,1,3,147.0,9,1
1,42,1,1,1,2,124.0,15,0
0,39,1,1,1,3,82.0,18,1
0,46,1,0,0,1,56.0,18,0
0,48,1,1,1,2,171.0,20,1
0,39,0,1,1,3,180.0,18,1
0,45,0,1,1,2,59.0,8,0
1,34,1,0,1,3,70.0,15,0
1,67,1,0,0,1,111.5,13,1
0,38,0,1,1,3,99.0,8,1
0,52,1,1,1,4,352.0,15,1
0,40,1,1,1,2,78.0,12,1
0,45,1,0,1,5,113.0,20,0
0,53,1,1,1,5,176.0,12,1
0,42,1,1,1,4,246.0,8,0
0,58,1,1,0,2,34.0,8,0
0,49,1,0,0,1,55.0,18,0
0,43,1,1,1,6,349.0,12,0
0,54,1,0,1,3,96.0,18,0
1,70,1,1,1,2,47.0,20,0
0,45,1,1,0,1,60.0,18,1
0,40,1,0,1,2,180.0,15,0
1,47,1,1,1,6,159.0,15,1
0,57,1,0,1,4,123.0,20,0
0,53,1,1,1,4,188.0,16,0
1,53,1,1,1,2,34.0,20,0
1,47,0,1,1,4,113.0,16,0
1,57,1,1,0,1,85.0,20,0
1,68,1,1,1,3,171.5,20,0
0,48,1,1,1,3,197.5,18,1
1,53,1,1,0,2,67.0,18,0
0,44,1,1,0,5,19.0,18,1
0,56,1,0,1,7,25.0,8,0
0,44,1,1,1,6,170.0,9,0
0,57,1,1,1,2,215.0,20,1
0,49,1,1,0,1,125.0,20,1
0,39,1,1,1,3,132.0,8,1
0,48,1,1,1,4,53.0,20,1
1,60,1,1,0,4,18.0,16,0
0,41,1,0,1,3,63.0,18,1
0,46,1,1,1,6,166.0,12,0
0,42,1,1,1,4,133.0,18,1
1,34,1,1,1,3,154.0,15,0
0,52,1,1,1,5,117.0,12,0
1,61,0,0,1,4,165.0,16,1
0,53,0,0,0,2,35.0,8,1
0,47,1,1,1,3,16.0,9,0
0,61,1,1,1,4,67.0,20,1
1,45,1,1,0,1,127.0,18,0
1,45,1,1,1,3,75.0,20,0
0,62,1,0,1,3,110.0,20,1
1,46,1,1,1,4,134.0,15,1
1,42,1,0,1,4,103.0,15,1
0,47,1,0,1,5,91.0,20,0
0,52,1,1,0,1,73.0,20,1
1,52,0,1,0,1,73.0,18,0
1,34,1,1,0,2,25.0,15,0
1,49,1,0,1,3,157.0,15,0
0,50,1,1,1,6,9.0,8,1
0,60,1,1,1,4,42.0,8,1
1,47,1,1,1,2,157.0,18,0
1,52,1,1,0,1,27.0,13,0
0,42,1,1,1,6,69.0,8,1
1,50,1,1,1,3,165.0,20,0
1,58,1,1,1,4,154.0,20,0
1,49,1,1,1,2,95.0,20,0
0,53,1,0,1,4,280.0,20,1
1,33,1,1,0,1,104.0,15,1
0,45,1,1,1,3,112.5,12,1
1,47,1,1,1,2,150.0,15,0
0,65,0,1,0,1,119.0,20,1
1,46,1,1,1,5,89.0,20,0
0,43,1,1,1,2,35.0,8,0
1,40,0,1,0,2,56.0,18,1
1,39,1,1,0,2,143.0,15,1
0,51,1,1,1,6,141.0,18,1
1,47,1,0,1,3,101.0,15,0
1,56,1,0,1,3,101.0,15,0
1,43,1,1,1,3,164.0,15,1
0,37,1,1,1,4,174.0,18,1
0,46,0,1,1,4,147.0,8,1
0,55,1,0,1,3,164.0,18,0
0,48,1,1,1,2,41.0,8,0
1,35,0,0,1,5,94.0,18,1
0,42,1,1,0,1,6.0,18,1
1,41,1,1,1,5,102.0,18,0
1,64,1,1,1,3,134.0,13,1
0,57,0,0,1,3,98.0,8,0
1,39,1,1,1,4,204.0,18,0
1,42,1,1,1,4,106.0,13,0
0,53,1,1,0,1,185.0,9,0
0,53,1,1,1,5,69.5,9,0
0,75,1,1,0,2,107.0,20,1
1,47,1,1,1,5,118.0,15,1
0,44,1,1,1,4,312.0,15,0
0,50,1,1,1,2,6.0,20,1
1,55,1,1,0,1,102.0,20,0
1,56,1,1,1,3,96.0,20,0
1,42,1,1,1,4,98.0,12,1
0,38,1,1,1,5,114.0,12,0
0,54,1,1,1,6,120.0,12,1
1,42,1,1,1,3,104.0,20,0
1,56,1,1,1,4,51.0,20,0
1,55,1,1,1,2,94.0,16,0
1,64,1,1,1,6,110.0,13,0
0,58,1,1,1,5,80.0,18,1
0,56,0,1,1,2,170.0,18,1
1,54,1,0,1,2,70.0,20,1
1,52,1,1,1,5,22.0,15,1
0,43,1,0,1,3,93.0,18,1
0,57,1,1,0,4,144.0,18,1
0,55,1,0,1,6,53.0,8,1
0,66,1,1,0,1,30.0,8,1
0,54,1,0,1,6,82.0,18,0
0,47,1,1,1,7,93.0,8,0
0,59,1,0,1,2,67.0,20,0
1,56,1,1,1,3,174.0,20,0
0,56,1,0,0,2,118.0,18,1
0,43,1,0,1,3,44.0,18,1
0,43,1,1,1,3,91.0,20,1
1,51,1,0,1,4,143.0,15,1
1,48,0,0,1,3,59.5,15,0
1,50,1,1,0,2,64.0,18,0
1,46,1,1,0,2,83.0,20,0
0,50,1,1,1,2,180.0,18,1
1,30,1,1,1,3,31.0,18,0
0,45,1,1,1,5,180.0,8,0
0,59,1,0,1,3,157.0,20,1
0,49,1,1,1,2,288.0,15,1
1,36,1,1,0,3,130.0,12,1
0,69,1,1,0,2,57.0,20,1
1,74,1,1,1,3,40.0,16,0
