,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
89,MACHINE LEARNING ENGINEER,79-131 ,4.4,NUWAVE SOLUTIONS,"Springfield, VA","Mc Lean, VA",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,$5 to $10 million (USD),79,131,105, VA,0,21.0,1,0,1,1,1,0,0,mle,na
90,SENIOR DATA SCIENTIST,79-131 ,4.2,MANTECH,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,COMPANY - PUBLIC,RESEARCH & DEVELOPMENT,Business Services,$1 to $2 billion (USD),79,131,105, VA,0,52.0,1,0,1,1,0,1,1,data scientist,senior
91,DATA SCIENTIST,99-132 ,3.4,MATHEMATICA POLICY RESEARCH,"Washington, DC","Princeton, NJ",1001 to 5000 employees,COMPANY - PRIVATE,CONSULTING,Business Services,$100 to $500 million (USD),99,132,115, DC,0,34.0,1,1,0,0,1,0,0,data scientist,na
92,STAFF DATA SCIENTIST - ANALYTICS,99-132 ,4.4,INTUIT - DATA,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,COMPANY - PUBLIC,COMPUTER HARDWARE & SOFTWARE,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,37.0,0,0,0,0,0,0,0,data scientist,na
93,DATA ANALYTICS ENGINEER,99-132 ,3.5,QOMPLX,"Reston, VA","Reston, VA",51 to 200 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$10 to $25 million (USD),99,132,115, VA,1,5.0,1,0,0,1,0,0,0,na,na
94,"DATA SCIENTIST, KINSHIP - NYC/PORTLAND",99-132 ,3.9,MARS,"New York, NY","Mc Lean, VA",10000+ employees,COMPANY - PRIVATE,FOOD & BEVERAGE MANUFACTURING,Manufacturing,$10+ billion (USD),99,132,115, NY,0,109.0,1,0,0,1,0,0,0,data scientist,na
95,SENIOR DATA SCIENTIST,99-132 ,3.8,GUTCHECK,"Denver, CO","Denver, CO",51 to 200 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,$10 to $25 million (USD),99,132,115, CO,1,11.0,0,0,0,0,0,0,0,data scientist,senior
96,APPLIED TECHNOLOGY RESEARCHER / DATA SCIENTIST,99-132 ,3.5,INTER-AMERICAN DEVELOPMENT BANK,"Washington, DC","Washington, DC",1001 to 5000 employees,OTHER ORGANIZATION,BANKS & CREDIT UNIONS,Finance,$10+ billion (USD),99,132,115, DC,1,61.0,0,1,0,0,0,1,0,data scientist,na
97,MACHINE LEARNING ENGINEER,99-132 ,4.4,STRATAGEM GROUP,"Aurora, CO","Aurora, CO",1 to 50 employees,COMPANY - PRIVATE,AEROSPACE & DEFENSE,Aerospace & Defense,Unknown / Non-Applicable,99,132,115, CO,1,13.0,1,1,1,1,1,0,0,mle,na
98,HEALTH DATA SCIENTIST - BIOMEDICAL/BIOSTATS,99-132 ,4.1,EVIDATION,"Santa Barbara, CA","San Mateo, CA",51 to 200 employees,COMPANY - PRIVATE,INTERNET,Information Technology,Unknown / Non-Applicable,99,132,115, CA,0,8.0,1,0,0,0,0,0,0,data scientist,na
99,SENIOR DATA SCIENTIST,99-132 ,4.0,AUTODESK,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,COMPANY - PUBLIC,COMPUTER HARDWARE & SOFTWARE,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,38.0,1,0,1,1,0,0,1,data scientist,senior
100,STAFF DATA SCIENTIST,99-132 ,4.4,INTUIT - DATA,"San Diego, CA","Mountain View, CA",5001 to 10000 employees,COMPANY - PUBLIC,COMPUTER HARDWARE & SOFTWARE,Information Technology,$2 to $5 billion (USD),99,132,115, CA,0,37.0,0,0,0,0,0,0,0,data scientist,na
101,DATA SCIENTIST,99-132 ,3.8,TECOLOTE RESEARCH,"Hill AFB, UT","Goleta, CA",501 to 1000 employees,COMPANY - PRIVATE,AEROSPACE & DEFENSE,Aerospace & Defense,$50 to $100 million (USD),99,132,115, UT,0,47.0,1,1,0,0,0,1,0,data scientist,na
102,SR DATA ENGINEER (SR BI DEVELOPER),99-132 ,3.2,TIVITY HEALTH,"Chandler, AZ","Franklin, TN",501 to 1000 employees,COMPANY - PUBLIC,HEALTH CARE SERVICES & HOSPITALS,Health Care,Unknown / Non-Applicable,99,132,115, AZ,0,39.0,0,0,1,0,0,0,1,data engineer,senior
103,DATA ENGINEER,99-132 ,2.9,HC1,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10 to $25 million (USD),99,132,115, IN,1,9.0,1,0,0,0,1,0,0,data engineer,na
104,LEAD DATA SCIENTIST,99-132 ,4.1,HP INC.,"San Diego, CA","Palo Alto, CA",10000+ employees,COMPANY - PUBLIC,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,99,132,115, CA,0,81.0,1,1,1,0,1,0,1,data scientist,senior
105,DATA SCIENTIST,99-132 ,3.7,SAIC,"Chantilly, VA","Reston, VA",10000+ employees,COMPANY - PUBLIC,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$5 to $10 million (USD),99,132,115, VA,0,7.0,1,0,0,0,0,0,0,data scientist,na
106,RFP DATA ANALYST,99-132 ,3.2,ALLIANCEBERNSTEIN,"Nashville, TN","New York, NY",1001 to 5000 employees,COMPANY - PUBLIC,INVESTMENT BANKING & ASSET MANAGEMENT,Finance,$2 to $5 billion (USD),99,132,115, TN,0,53.0,0,1,0,1,0,0,0,analyst,na
107,DATA ANALYST,99-132 ,4.9,BIG HUGE GAMES,"Timonium, MD","Lutherville Timonium, MD",51 to 200 employees,SUBSIDIARY OR BUSINESS SEGMENT,VIDEO GAMES,Media,Unknown / Non-Applicable,99,132,115, MD,0,7.0,0,1,0,0,0,1,0,analyst,na
108,DATA SCIENTIST (TS/SCI),99-132 ,3.5,MAXAR TECHNOLOGIES,"Herndon, VA","Westminster, CO",5001 to 10000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$2 to $5 billion (USD),99,132,115, VA,0,21.0,1,0,0,0,0,0,1,data scientist,na
109,DATA ENGINEER,99-132 ,5.0,PHANTOM AI,"Burlingame, CA","Burlingame, CA",1 to 50 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,99,132,115, CA,1,4.0,1,0,0,0,0,0,0,data engineer,na
110,DATA SCIENTIST,99-132 ,4.0,NOBLIS,"Reston, VA","Reston, VA",1001 to 5000 employees,NONPROFIT ORGANIZATION,CONSULTING,Business Services,$100 to $500 million (USD),99,132,115, VA,1,24.0,1,0,1,1,1,1,0,data scientist,na
111,DATA SCIENTIST,99-132 ,3.6,SPRING HEALTH,"New York, NY","New York, NY",1 to 50 employees,COMPANY - PRIVATE,HEALTH CARE SERVICES & HOSPITALS,Health Care,Unknown / Non-Applicable,99,132,115, NY,1,4.0,1,1,0,0,0,0,0,data scientist,na
112,SOFTWARE ENGINEER - DATA SCIENCE,99-132 ,4.0,CLEAREDGE,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$5 to $10 million (USD),99,132,115, MD,1,18.0,1,1,1,1,0,0,1,na,na
113,DATA ANALYST/ENGINEER,99-132 ,3.2,ALLIANCEBERNSTEIN,"Nashville, TN","New York, NY",1001 to 5000 employees,COMPANY - PUBLIC,INVESTMENT BANKING & ASSET MANAGEMENT,Finance,$2 to $5 billion (USD),99,132,115, TN,0,53.0,1,1,0,0,0,0,0,analyst,na
114,NGS SCIENTIST,99-132 ,5.0,ARSENAL BIOSCIENCES,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,Unknown / Non-Applicable,99,132,115, CA,1,1.0,0,1,0,0,0,0,0,na,na
115,DATA ENGINEER,99-132 ,4.8,GETWELLNETWORK,"Bethesda, MD","Bethesda, MD",201 to 500 employees,COMPANY - PRIVATE,HEALTH CARE SERVICES & HOSPITALS,Health Care,$50 to $100 million (USD),99,132,115, MD,1,20.0,1,0,0,0,0,0,0,data engineer,na
116,DATA SCIENTIST,99-132 ,4.5,TACG SOLUTIONS,"Dayton, OH","Beavercreek, OH",51 to 200 employees,COMPANY - PRIVATE,CONSULTING,Business Services,Unknown / Non-Applicable,99,132,115, OH,0,14.0,1,1,0,0,0,1,0,data scientist,na
117,SENIOR DATA ENGINEER,99-132 ,4.7,SCOOP,"San Francisco, CA","San Francisco, CA",51 to 200 employees,COMPANY - PRIVATE,INTERNET,Information Technology,Unknown / Non-Applicable,99,132,115, CA,1,5.0,1,0,0,1,0,0,0,data engineer,senior
118,SENIOR DATA SCIENTIST,99-132 ,4.5,NOVETTA,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$100 to $500 million (USD),99,132,115, VA,0,8.0,1,1,0,0,1,0,0,data scientist,senior
119,DATA ENGINEER,99-132 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,COMPANY - PUBLIC,ADVERTISING & MARKETING,Business Services,$25 to $50 million (USD),99,132,115, FL,1,14.0,1,1,1,1,1,0,0,data engineer,na
120,BUSINESS INTELLIGENCE ANALYST,99-132 ,3.4,MONTWAY INC,"Schaumburg, IL","Schaumburg, IL",51 to 200 employees,COMPANY - PRIVATE,SHIPPING,Transportation & Logistics,Unknown / Non-Applicable,99,132,115, IL,1,14.0,1,1,0,0,0,1,0,analyst,na
121,SR. ML/DATA SCIENTIST - AI/NLP/CHATBOT,99-132 ,3.8,JUNIPER NETWORKS,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,COMPANY - PUBLIC,TELECOMMUNICATIONS SERVICES,Telecommunications,$2 to $5 billion (USD),99,132,115, CA,0,24.0,1,1,0,1,1,0,0,data scientist,senior
122,DATA SCIENTIST,90-109 ,4.7,1904LABS,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,COMPANY - PRIVATE,IT SERVICES,Information Technology,Unknown / Non-Applicable,90,109,99, MO,1,4.0,1,0,0,1,0,0,0,data scientist,na
123,DATA SCIENTIST,90-109 ,3.6,XSELL TECHNOLOGIES,"Chicago, IL","Chicago, IL",51 to 200 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,Unknown / Non-Applicable,90,109,99, IL,1,6.0,1,0,0,0,0,0,0,data scientist,na
124,DATA ENGINEER,90-109 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,COMPANY - PUBLIC,ADVERTISING & MARKETING,Business Services,$25 to $50 million (USD),90,109,99, FL,1,14.0,1,1,1,1,1,0,0,data engineer,na
125,SR. ML/DATA SCIENTIST - AI/NLP/CHATBOT,90-109 ,3.8,JUNIPER NETWORKS,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,COMPANY - PUBLIC,TELECOMMUNICATIONS SERVICES,Telecommunications,$2 to $5 billion (USD),90,109,99, CA,0,24.0,1,1,0,1,1,0,0,data scientist,senior
126,DATA SCIENTIST,90-109 ,5.0,NOTION LABS,"San Francisco, CA","San Francisco, CA",1 to 50 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,Unknown / Non-Applicable,90,109,99, CA,1,4.0,0,0,0,0,0,0,0,data scientist,na
127,SENIOR DATA ENGINEER,90-109 ,4.9,LENDIO,"Lehi, UT","Lehi, UT",201 to 500 employees,COMPANY - PRIVATE,LENDING,Finance,$50 to $100 million (USD),90,109,99, UT,1,9.0,1,0,1,1,1,0,1,data engineer,senior
128,DATA ENGINEER,90-109 ,4.4,DIRECT AGENTS,"Culver City, CA","New York, NY",51 to 200 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,$25 to $50 million (USD),90,109,99, CA,0,17.0,1,1,0,0,0,0,0,data engineer,na
129,DATA SCIENTIST,90-109 ,3.3,NAVEX GLOBAL,"Lake Oswego, OR","Lake Oswego, OR",1001 to 5000 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$100 to $500 million (USD),90,109,99, OR,1,8.0,1,0,0,1,0,1,0,data scientist,na
130,SENIOR DATA ENGINEER,90-109 ,4.9,LENDIO,"Lehi, UT","Lehi, UT",201 to 500 employees,COMPANY - PRIVATE,LENDING,Finance,$50 to $100 million (USD),90,109,99, UT,1,9.0,1,0,1,1,1,0,1,data engineer,senior
131,DATA SCIENTIST,90-109 ,4.2,UPSTART,"San Mateo, CA","San Mateo, CA",201 to 500 employees,COMPANY - PRIVATE,LENDING,Finance,Unknown / Non-Applicable,90,109,99, CA,1,8.0,1,0,0,0,0,0,0,data scientist,na
132,DATA ANALYST,90-109 ,4.5,ENVISION LLC,"San Francisco, CA","Saint Louis, MO",201 to 500 employees,COMPANY - PRIVATE,STAFFING & OUTSOURCING,Business Services,$25 to $50 million (USD),90,109,99, CA,0,26.0,1,0,1,1,0,1,1,analyst,na
133,DATA ENGINEER,90-109 ,4.8,APPLOVIN,"Palo Alto, CA","Palo Alto, CA",201 to 500 employees,COMPANY - PRIVATE,VIDEO GAMES,Media,Unknown / Non-Applicable,90,109,99, CA,1,8.0,0,1,1,1,0,0,1,data engineer,na
134,DATA INTEGRATION AND MODELING ENGINEER,90-109 ,3.8,ISO NEW ENGLAND,"Holyoke, MA","Holyoke, MA",501 to 1000 employees,NONPROFIT ORGANIZATION,UTILITIES,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,90,109,99, MA,1,23.0,0,1,0,0,0,0,0,na,na
135,TABLEAU DATA ENGINEER 20-0117,90-109 ,3.7,RELATIVITY,"Chicago, IL","Chicago, IL",1001 to 5000 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,Unknown / Non-Applicable,90,109,99, IL,1,19.0,0,1,0,1,0,1,0,data engineer,na
136,SENIOR DATA SCIENTIST,90-109 ,3.3,TEMPO AUTOMATION,"San Francisco, CA","San Francisco, CA",51 to 200 employees,COMPANY - PRIVATE,ELECTRICAL & ELECTRONIC MANUFACTURING,Manufacturing,$5 to $10 million (USD),90,109,99, CA,1,7.0,1,0,1,1,1,1,1,data scientist,senior
137,AI DATA SCIENTIST,90-109 ,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,NONPROFIT ORGANIZATION,FEDERAL AGENCIES,Government,$1 to $2 billion (USD),90,109,99, VA,0,62.0,1,0,0,0,0,0,0,data scientist,na
138,MACHINE LEARNING ENGINEER,90-109 ,5.0,"EXPEDITION TECHNOLOGY, INC.","Herndon, VA","Dulles, VA",1 to 50 employees,COMPANY - PRIVATE,AEROSPACE & DEFENSE,Aerospace & Defense,$10 to $25 million (USD),90,109,99, VA,0,7.0,1,1,0,0,0,0,0,mle,na
139,RESEARCH SCIENTIST PATIENT PREFERENCES (REMOTE),90-109 ,3.8,EVIDERA,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,SUBSIDIARY OR BUSINESS SEGMENT,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99, MD,1,7.0,0,1,0,0,0,0,0,na,na
140,DATA SCIENTIST,90-109 ,3.4,PLYMOUTH ROCK ASSURANCE,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$10 to $25 million (USD),90,109,99, NJ,0,38.0,0,1,0,0,0,0,0,data scientist,na
141,SCIENTIST - BIOMARKER AND FLOW CYTOMETRY,90-109 ,2.4,CROWN BIOSCIENCE,"San Diego, CA","San Diego, CA",501 to 1000 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99, CA,1,14.0,0,0,0,0,0,0,0,na,na
142,DATA SCIENTIST,90-109 ,2.9,GNS HEALTHCARE,"Cambridge, MA","Cambridge, MA",51 to 200 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$10 to $25 million (USD),90,109,99, MA,1,20.0,0,0,0,0,1,0,1,data scientist,na
143,ANALYTICS MANAGER,90-109 ,4.4,ONEMAGNIFY,"Dearborn, MI","Detroit, MI",201 to 500 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,Unknown / Non-Applicable,90,109,99, MI,0,53.0,0,1,0,0,0,1,0,manager,na
144,DATA SCIENTIST,90-109 ,2.9,SPECTRUM,"Maryland Heights, MO","Stamford, CT",10000+ employees,SUBSIDIARY OR BUSINESS SEGMENT,"CABLE, INTERNET & TELEPHONE PROVIDERS",Telecommunications,$10+ billion (USD),90,109,99, MO,0,4.0,1,1,1,0,0,0,1,data scientist,na
145,STAFF SCIENTIST- UPSTREAM PD,90-109 ,2.7,ADVANCED BIOSCIENCE LABORATORIES,"Rockville, MD","Rockville, MD",201 to 500 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99, MD,1,59.0,0,0,0,0,0,0,0,na,na
146,DATA ENGINEER,90-109 ,4.2,PROCORE TECHNOLOGIES,"Carpinteria, CA","Carpinteria, CA",1001 to 5000 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,Unknown / Non-Applicable,90,109,99, CA,1,18.0,1,1,1,1,1,0,0,data engineer,na
147,SR SCIENTIST - EXTRACTABLES & LEACHABLES,90-109 ,3.5,RITEDOSE,"Columbia, SC","Columbia, SC",201 to 500 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99, SC,1,25.0,0,1,0,0,0,0,0,na,senior
149,SR DATA SCIENTIST,90-109 ,4.2,BIOMÉRIEUX,"Saint Louis, MO","Marcy-l'Etoile, France",10000+ employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$2 to $5 billion (USD),90,109,99, MO,0,57.0,1,1,0,0,0,0,0,data scientist,senior
150,DATA SCIENTIST,101-165 ,4.5,NOVETTA,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$100 to $500 million (USD),101,165,133, VA,0,8.0,1,1,0,0,1,0,0,data scientist,na
151,EXPERIENCED DATA SCIENTIST,101-165 ,4.4,GUZMAN & GRIFFIN TECHNOLOGIES (GGTI),"Washington, DC","Mays Landing, NJ",1 to 50 employees,COMPANY - PRIVATE,FEDERAL AGENCIES,Government,Unknown / Non-Applicable,101,165,133, DC,0,23.0,1,1,1,1,0,1,0,data scientist,na
153,DATA SCIENTIST,101-165 ,3.5,LEIDOS,"Fort Meade, MD","Reston, VA",10000+ employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$10+ billion (USD),101,165,133, MD,0,51.0,0,0,0,0,1,0,1,data scientist,na
154,DATA SCIENTIST,101-165 ,4.5,DEMANDBASE,"San Francisco, CA","San Francisco, CA",201 to 500 employees,COMPANY - PRIVATE,COMPUTER HARDWARE & SOFTWARE,Information Technology,$100 to $500 million (USD),101,165,133, CA,1,14.0,1,0,0,1,1,0,1,data scientist,na
155,SAY BUSINESS DATA ANALYST,101-165 ,4.1,SHELTER INSURANCE,"Columbia, MO","Columbia, MO",1001 to 5000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$1 to $2 billion (USD),101,165,133, MO,1,74.0,1,1,0,0,1,1,0,analyst,na
156,GEOSPATIAL DATA SCIENTIST,101-165 ,3.5,MAXAR TECHNOLOGIES,"Chantilly, VA","Westminster, CO",5001 to 10000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$2 to $5 billion (USD),101,165,133, VA,0,21.0,0,0,0,0,0,0,0,data scientist,na
157,DATA ANALYST,101-165 ,2.7,USAC,"Washington, DC","Washington, DC",501 to 1000 employees,NONPROFIT ORGANIZATION,TELECOMMUNICATIONS SERVICES,Telecommunications,$25 to $50 million (USD),101,165,133, DC,1,23.0,1,1,0,0,0,0,0,analyst,na
158,COMPUTATIONAL SCIENTIST,101-165 ,3.4,GENERAL DYNAMICS INFORMATION TECHNOLOGY,"Vicksburg, MS","Fairfax, VA",10000+ employees,SUBSIDIARY OR BUSINESS SEGMENT,IT SERVICES,Information Technology,$10+ billion (USD),101,165,133, MS,0,24.0,0,0,0,0,0,0,0,na,na
159,DATA SCIENTIST,101-165 ,4.4,OFFERPAD,"Chandler, AZ","Chandler, AZ",201 to 500 employees,COMPANY - PRIVATE,REAL ESTATE,Real Estate,Unknown / Non-Applicable,101,165,133, AZ,1,5.0,1,1,0,0,0,0,0,data scientist,na
160,SENIOR DATA ANALYST,101-165 ,4.0,AUTODESK,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,COMPANY - PUBLIC,COMPUTER HARDWARE & SOFTWARE,Information Technology,$2 to $5 billion (USD),101,165,133, CA,0,38.0,1,0,1,1,0,0,1,analyst,senior
161,SENIOR DATA ANALYST,101-165 ,4.2,AUTODESK,"San Francisco, CA","Herndon, VA",5001 to 10000 employees,COMPANY - PUBLIC,RESEARCH & DEVELOPMENT,Business Services,$1 to $2 billion (USD),101,165,133, CA,0,52.0,1,0,1,1,0,1,1,analyst,senior
162,DATA ENGINEER,101-165 ,3.5,MAGNA INTERNATIONAL INC.,"Birmingham, AL","Aurora, Canada",10000+ employees,COMPANY - PUBLIC,UNKNOWN,Unknown,$10+ billion (USD),101,165,133, AL,0,63.0,1,0,1,1,1,0,1,data engineer,na
163,SR DATA ANALYST,101-165 ,2.3,UNITED BIOSOURCE,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,OTHER ORGANIZATION,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),101,165,133, PA,1,17.0,0,1,0,0,0,1,0,analyst,senior
164,DATA SCIENTIST,101-165 ,3.4,KELLY,"Chicago, IL","Troy, MI",5001 to 10000 employees,COMPANY - PUBLIC,STAFFING & OUTSOURCING,Business Services,$5 to $10 billion (USD),101,165,133, IL,0,74.0,0,1,0,0,0,0,0,data scientist,na
165,"MACHINE LEARNING SCIENTIST - BAY AREA, CA",101-165 ,3.3,TEMPUS LABS,"Redwood City, CA","Chicago, IL",501 to 1000 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133, CA,0,5.0,1,0,0,0,1,0,0,mle,na
166,DATA SCIENTIST,101-165 ,4.7,C3.AI,"Redwood City, CA","Redwood City, CA",201 to 500 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,$100 to $500 million (USD),101,165,133, CA,1,11.0,1,1,0,0,0,0,0,data scientist,na
167,SENIOR DATA SCIENTIST - ALGORITHMS,101-165 ,3.9,QUARTET HEALTH,"New York, NY","New York, NY",201 to 500 employees,COMPANY - PRIVATE,ENTERPRISE SOFTWARE & NETWORK SOLUTIONS,Information Technology,Unknown / Non-Applicable,101,165,133, NY,1,6.0,1,0,1,0,0,0,0,data scientist,senior
168,DATA ANALYST,101-165 ,3.3,MIDLAND CREDIT MANAGEMENT,"San Diego, CA","San Diego, CA",1001 to 5000 employees,SUBSIDIARY OR BUSINESS SEGMENT,BANKS & CREDIT UNIONS,Finance,$1 to $2 billion (USD),101,165,133, CA,1,67.0,1,1,0,0,0,0,0,analyst,na
169,SENIOR DATA & MACHINE LEARNING SCIENTIST,101-165 ,3.3,TEMPUS LABS,"Chicago, IL","Chicago, IL",501 to 1000 employees,COMPANY - PRIVATE,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133, IL,1,5.0,1,0,0,0,1,0,0,mle,senior
170,DATA ENGINEER,101-165 ,4.4,RESURGENT CAPITAL SERVICES,"Cincinnati, OH","Greenville, SC",201 to 500 employees,COMPANY - PRIVATE,VENTURE CAPITAL & PRIVATE EQUITY,Finance,$50 to $100 million (USD),101,165,133, OH,0,22.0,1,1,0,0,1,0,0,data engineer,na
171,"DATA SCIENTIST - STATISTICS, EARLY CAREER",56-97 ,3.7,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,GOVERNMENT,ENERGY,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76, WA,1,55.0,0,1,0,0,0,0,0,data scientist,na
172,DATA SCIENTIST,56-97 ,3.5,BUCKMAN,"Memphis, TN","Memphis, TN",1001 to 5000 employees,COMPANY - PRIVATE,CHEMICAL MANUFACTURING,Manufacturing,$500 million to $1 billion (USD),56,97,76, TN,1,75.0,1,0,1,0,0,0,0,data scientist,na
173,MACHINE LEARNING ENGINEER,56-97 ,3.6,BUCKMAN,"Memphis, TN","Arlington, VA",501 to 1000 employees,NONPROFIT ORGANIZATION,FEDERAL AGENCIES,Government,$50 to $100 million (USD),56,97,76, TN,0,53.0,1,0,0,0,0,0,0,mle,na
174,RESEARCH SCIENTIST - PATIENT-CENTERED RESEARCH (REMOTE),56-97 ,3.8,EVIDERA,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,SUBSIDIARY OR BUSINESS SEGMENT,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, MD,1,7.0,0,1,0,0,0,0,0,na,na
175,JR. BUSINESS DATA ANALYST (POSITION ADDED 6/12/2020),56-97 ,4.7,WEBFX.COM,"Harrisburg, PA","Harrisburg, PA",201 to 500 employees,COMPANY - PRIVATE,ADVERTISING & MARKETING,Business Services,$25 to $50 million (USD),56,97,76, PA,1,23.0,0,1,0,0,0,0,0,analyst,jr
176,SR. DATA SCIENTIST II,56-97 ,3.5,ARGO GROUP US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,COMPANY - PUBLIC,INSURANCE CARRIERS,Insurance,$1 to $2 billion (USD),56,97,76, NY,0,72.0,1,0,1,1,1,0,0,data scientist,senior
177,DATA SCIENTIST,56-97 ,3.3,BWX TECHNOLOGIES,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,COMPANY - PUBLIC,AEROSPACE & DEFENSE,Aerospace & Defense,$500 million to $1 billion (USD),56,97,76, TN,0,170.0,1,0,0,0,0,0,0,data scientist,na
178,SENIOR DATA ANALYST,56-97 ,3.9,LIFE360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,COMPANY - PUBLIC,INTERNET,Information Technology,Unknown / Non-Applicable,56,97,76, CA,1,12.0,1,0,0,0,0,1,0,analyst,senior
179,LEAD DATA SCIENTIST,56-97 ,3.7,MASSMUTUAL,"Boston, MA","Springfield, MA",5001 to 10000 employees,COMPANY - PRIVATE,INSURANCE CARRIERS,Insurance,$10+ billion (USD),56,97,76, MA,0,169.0,1,0,1,1,1,0,0,data scientist,senior
180,PRODUCTION ENGINEER - STATISTICS/DATA ANALYSIS,56-97 ,3.9,NATERA,"San Carlos, CA","San Carlos, CA",501 to 1000 employees,COMPANY - PUBLIC,BIOTECH & PHARMACEUTICALS,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, CA,1,16.0,1,1,0,0,1,0,0,na,na
